Educational stage,HistoricalEra,Personality Name,Date,Content,stemmedTashContent,image_link
HSS1,Modern History,الداي حسین,1773-1838,آخر دایات الجزائر. قام بإصلاحات عدیدة في الإدارة والجیش مما دفع الأوربیین للتفكیر في احتلال الجزائر. اختار منفاه في إیطالیا ثم انتقل إلى الإسكندریة حتى وفاته.,آخر دای جزائر. قام إصلاح عدید في إدار جیش مما دفع أوربیین تفكیر في حتلال جزائر. ختار منفا في إیطالی ثم نتقل إلى إسكندری حتى فاته.,https://upload.wikimedia.org/wikipedia/commons/9/97/Hussein_Pacha%2C_par_Fernel.jpg
HSS1,Modern History,بوتان,1772-1838,هو فانسون ایف بوتان. أوكل له عام 1808 مهمة وضع تقریر مفصل لاحتلال الجزائر. عرف هذا التقریر بمخطط بوتان. لم یتمكن نابلیون من تحقیقه بسبب مشاكله داخل القارة الأوروبیة.,هو نسو ایف وتان. كل له عام 1808 مهم ضع تقریر مفصل احتلال جزائر. عرف هذا تقریر مخطط وتان. لم یتم نابلی من تحقیق سبب مشاكل داخل قار الأوروبیة.,https://www.ifad.org/documents/d/new-ifad.org/countries-bhutan?imagePreview=1
HSS1,Modern History,دوفال,,آخر قنصل لفرنسا بالجزائر. حدث معه حادثة المروحة.,آخر قنصل فرنسا جزائر. حدث مع حادث مروحة.,https://upload.wikimedia.org/wikipedia/commons/2/2d/Pierre_Duval_1971.JPG
HSS1,Modern History,دي بورمون,1773-1846,لویس أوغست فكتور دي شاز. عین وزیرًا للحربیة في 23 ماي 1825. قاد الحملة العسكریة الفرنسیة على الجزائر. توفي في 27 أكتوبر 1846.,ویس غس تور دي شاز. عین زیرا حربی في 23 ما 1825. قاد حمل عسكری فرنسی على جزائر. وف في 27 كتوبر 1846.,https://upload.wikimedia.org/wikipedia/commons/3/3c/Marechal-de-bourmont.jpg
HSS1,Medieval History,هنري الملاح,1394-1460,كان أمیر برتغالي، وهو الابن الثالث لجواو الأول، ملك البرتغال. لم یكن هنري بحارا بنفسه، ولكنه حصل على هذا الاسم بسبب تنظیمه للرحلات التي اكتشفت أراض جدیدة. ینظر له كالشخص الذي بدأ التوسع الاستعماري الأوروبي، فقد اكتشف الساحل الغربي لإفریقیا، الرأس الأخضر وساحل غانا.,كان میر رتغالي، هو ابن ثالث جواو أول، مل برتغال. لم یكن هنر حارا نفسه، لكن حصل على هذا اسم سبب تنظیم رحل التي اكتشف راض جدیدة. ینظر له شخص الذي دأ توسع استعمار أوروبي، قد كتشف ساحل غرب لإفریقیا، رأس أخضر ساحل غانا.,https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/Henry_the_Navigator1.jpg/640px-Henry_the_Navigator1.jpg
HSS1,Medieval History,بارتلیمیو دیاز,1450-1500,مستكشف برتغالي أبحر حول رأس الرجاء الصالح، القمة الجنوبیة لقارة إفریقیا في عام 1488 م. كان أول أوروبي یقوم بهذا العمل.,مستكشف رتغال حر حول رأس رجاء صالح، قم جنوبی قار إفریقی في عام 1488 م. كان أول روب یقوم هذا عمل.,https://o.quizlet.com/5pb7zHB81efnmIAS3zMvCA.jpg
HSS1,Medieval History,فاسكو دا جاما,1469-1524,مستكشف برتغالي، أول من سافر من أوروبا إلى الهند بحرًا عبر إفریقیا ومدغشقر وساحل میلیبار غرب الهند.,مستكشف رتغالي، أول من سافر من روب إلى هند حرا عبر إفریقی مدغشقر ساحل میلیبار غرب هند.,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Ignoto_portoghese%2C_ritratto_di_un_cavaliere_dell%27ordine_di_cristo%2C_1525-50_ca._02.jpg/243px-Ignoto_portoghese%2C_ritratto_di_un_cavaliere_dell%27ordine_di_cristo%2C_1525-50_ca._02.jpg
HSS1,Medieval History,كریستوف كولمبوس,1451-1506,رحالة إیطالي مشهور، ینسب إلیه اكتشاف العالم الجدید (أمریكا). اكتشف جزر البهاماس وأطلق علیها اسم سان سیلفادور واكتشف كذلك كوبا.,رحال إیطال مشهور، ینسب إلی كتشاف عالم جدید (أمریكا). كتشف جزر بهاماس طلق علی سم سا سیلفادور كتشف كذلك وبا.,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c2/Portrait_of_a_Man%2C_Said_to_be_Christopher_Columbus.jpg/800px-Portrait_of_a_Man%2C_Said_to_be_Christopher_Columbus.jpg
HSS1,Medieval History,فردیناندو ماجلان,1519-1522,رحالة برتغالي خدم الملك الإسباني كارلوس الخامس. قاد أول حملة بحریة عبرت المحیط الأطلسي إلى المحیط الهادئ  ومر بمضیق أسماه مضیق ماجلان. كان أول من عبر المحیط الهادئ وأول من دار حول الكرة الأرضیة.,رحال رتغال خدم ملك إسبان ارلوس خامس. قاد أول حمل حری عبر محیط أطلس إلى محیط هادئ مر مضیق سما مضیق ماجلان. كان أول من عبر محیط هادئ أول من دار حول كر أرضیة.,https://cdn1-m.alittihad.ae/store/archive/image/2021/5/7/1b61938c-e7a5-400d-8046-4ff24f08a093.jpg
HSS1,Medieval History,جون كابوت,1450-1498,مستكشف ورحالة إیطالي، قام بأول رحلة من إنجلترا إلى أمریكا الشمالیة. مكنت رحلاته إنجلترا من وضع یدها على أراضي أمریكا الشمالیة.,مستكشف رحال إیطالي، قام أول رحل من إنجلتر إلى مریك شمالیة. مكن رحل إنجلتر من ضع ید على راض مریك شمالیة.,https://upload.wikimedia.org/wikipedia/commons/2/2d/JohnCabotPainting.jpg
HSS1,Modern History,جیمس كوك,1728-1779,أحد أهم المستكشفین الأوروبیین في عصر التوسع الاستعماري. قام بثلاث رحلات في المحیط الهادئ، اكتشف الساحل الشرقي لأسترالیا وجزر هاواي ونیوزیلندا.,حد هم المستكشفین الأوروبیین في عصر توسع الاستعماري. قام ثلاث رحل في محیط هادئ، كتشف ساحل شرق لأسترالیا جزر هاو ونیوزیلندا.,https://upload.wikimedia.org/wikipedia/commons/thumb/7/76/Captainjamescookportrait.jpg/263px-Captainjamescookportrait.jpg
HSS1,Medieval History,جاك كارتیه,1491-1557,بحار فرنسي وصل إلى خلیج سانت لورانس وضفاف نهر سانت لورانس. سمى المنطقة كندا.,حار رنس صل إلى خلیج سان ورانس ضفاف هر سان ورانس. سمى منطق ندا.,https://upload.wikimedia.org/wikipedia/commons/thumb/d/df/Jacques_Cartier_1851-1852.jpg/1200px-Jacques_Cartier_1851-1852.jpg
HSS1,Modern History,توماس الفا ادیسون,1847-1931,مخترع أمریكي من أصل هولندي. من اختراعاته المصباح الكهربائي، المیكرفون، الفونوغراف، ومسجلات الإقتراع.,مخترع مریك من صل هولندي. من اختراع مصباح الكهربائي، المیكرفون، الفونوغراف، مسجل إقتراع.,https://upload.wikimedia.org/wikipedia/commons/9/9d/Thomas_Edison2.jpg
HSS1,Modern History,الكسندر جراهام بیل,1847-1922,عالم ومخترع ومهندس. یرجع إلیه الفضل في اختراع أول هاتف عملي.,عالم مخترع مهندس. یرجع إلی فضل في ختراع أول هاتف عملي.,https://i0.wp.com/www.ibelieveinsci.com/wp-content/uploads/alexander-graham-bell-9205497-2-402.jpg?fit=1024%2C1024&ssl=1
HSS1,Modern History,روبرت فولتن,1765-1815,مهندس ومخترع أمریكي. اخترع السفینة البخاریة وحصل على براءة الاختراع عام 1809.,مهندس مخترع مریكي. خترع سفین بخاری حصل على راء اختراع عام 1809.,https://cdn.britannica.com/01/189101-050-FF86B93F/Robert-Fulton.jpg
HSS1,Modern History,جورج ستیفنسون,1781-1848,مهندس إنجلیزي. قام بإنشاء أول خط سكك حدیدیة في العالم یستخدم قطارات بخاریة.,مهندس إنجلیزي. قام إنشاء أول خط سك حدیدی في عالم یستخدم قطار خاریة.,https://o.quizlet.com/5pb7zHB81efnmIAS3zMvCA.jpg
HSS1,Medieval History,شارل الأول,1600-1649,ملك انكلترا واسكتلندا وأیرلندا من 1625 حتى أعدم من طرف الثوار عام 1649.,مل انكلتر اسكتلند أیرلند من 1625 حتى عدم من طرف ثوار عام 1649.,https://upload.wikimedia.org/wikipedia/commons/d/d5/King_Charles_I_after_original_by_van_Dyck.jpg
HSS1,Modern History,شارل الثاني,1630-1685,ملك إنجلترا من 1660 إلى 1685. عاش فترات حیاته الأولى في المنفى بعد قیام الثورة.,مل إنجلتر من 1660 إلى 1685. عاش رات حی أولى في منفى بعد قیام ثورة.,https://cdn.britannica.com/59/149359-050-7C3450D7/Charles-II-engraving-William-Holl.jpg
HSS1,Modern History,ألفیر كرومویل,1599-1658,قائد عسكري وسیاسي إنجلیزي. جعل إنجلترا جمهوریة وقاد كومنولث إنجلترا.,قائد عسكر سیاس إنجلیزي. جعل إنجلتر جمهوری قاد ومنولث إنجلترا.,https://imgv2-2-f.scribdassets.com/img/document/790281221/298x396/db6d4940f7/1731227027?v=1
HSS1,Modern History,مارتن لوثر,1483-1546,مصلح دیني مسیحي ألماني، یعد الأب الروحي للإصلاح البروتستانتي.,مصلح دین مسیح ماني، یعد أب روح إصلاح البروتستانتي.,https://upload.wikimedia.org/wikipedia/commons/9/90/Lucas_Cranach_d.%C3%84._-_Martin_Luther%2C_1528_%28Veste_Coburg%29.jpg
HSS1,Modern History,جون كالفن,1509-1564,أحد الزعماء الرئیسیین للإصلاح البروتستانتي. تركز نفوذه بشكل خاص في سویسرا وأمریكا الشمالیة.,حد زعماء رئیسیین إصلاح البروتستانتي. ركز فوذ شكل خاص في سویسر أمریك شمالیة.,https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/John_Calvin_Museum_Catharijneconvent_RMCC_s84_cropped.png/1200px-John_Calvin_Museum_Catharijneconvent_RMCC_s84_cropped.png
HSS1,Modern History,لویس السادس عشر,1754-1793,آخر ملوك فرنسا قبل الثورة الفرنسیة. في عهده قامت الثورة وأدت إلى الإطاحة بالحكم المطلق.,آخر مل رنس قبل ثور فرنسیة. في عهد قام ثور أد إلى إطاح حكم مطلق.,https://www.meisterdrucke.uk/kunstwerke/1260px/Unknown_Artist_-_Portrait_of_Louis_XVI_%281754-1793%29_King_of_France_-_%28MeisterDrucke-925576%29.jpg
HSS1,Modern History,ماكسمیلیان روبسبیر,1758-1794,"محام فرنسي، من أهم الشخصیات المؤثرة في الثورة الفرنسیة. في عام 1790 انتخب رئیسا لحزب سیاسي الیعاقبة، وازدادت شعبیته كعدو للملكیة ونصیر للإصلاحات الدیمقراطیة. وعقب سقوط الملكیة في فرنسا عام 1792 انتخب روبسبیر أول مندوب لباریس للمؤتمر القومي الذي ألح فیه على مطلب إعدام الملك لویس السادس عشر وعائلته وهو ما تحقق عام 1793. بدأ روبسبیر في القضاء على كل من اعتبرهم ""أعداء الثورة"" فأعدم معظم زعماء الثورة الفرنسیة، وهو ما عرف بعهد الإرهاب. لذلك دبرت مؤامرة ضد روبسبیر وأعوانه وأعدموه.","محام رنسي، من هم شخصی مؤثر في ثور فرنسیة. في عام 1790 نتخب رئیس حزب سیاس یعاقبة، ازداد شعبی عدو ملكی نصیر إصلاح الدیمقراطیة. عقب سقوط ملكی في رنس عام 1792 نتخب روبسبیر أول مندوب باریس مؤتمر قوم الذي لح یه على مطلب إعدام ملك ویس سادس عشر عائل هو ما حقق عام 1793. دأ روبسبیر في قضاء على كل من عتبر ""أعداء ثورة"" عدم معظم زعماء ثور فرنسیة، هو ما عرف عهد إرهاب. ذلك دبر مؤامر ضد روبسبیر عوا أعدموه.",https://imgv2-1-f.scribdassets.com/img/document/602821734/298x396/8497d4a347/1710593256?v=1
HSS1,Modern History,جورج واشنطن,1732-1799,أول رئیس للولایات المتحدة، كان خصمًا للإنفصالیین وقاد الثورة التحریریة التي انتهت بإعلان استقلال الولایات المتحدة عن بریطانیا في 4 یولیو 1776. وقع مع والي الجزائر بكلر حسن معاهدة في أواخر القرن الثامن عشر.,أول رئیس ولای متحدة، كان خصما للإنفصالیین قاد ثور تحریری التي انته إعلان استقلال ولای متحد عن ریطانیا في 4 یولی 1776. قع مع لي جزائر كلر حس معاهد في اخر قرن ثامن عشر.,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/Gilbert_Stuart_Williamstown_Portrait_of_George_Washington.jpg/1200px-Gilbert_Stuart_Williamstown_Portrait_of_George_Washington.jpg
HSS1,Modern History,آدم سمیث,1723-1790,"فیلسوف اسكتلندي ورائد في الاقتصاد السیاسي. وأحد الشخصیات الرئیسیة في التنویر الاسكتلندي. سمیث هو صاحب كتب ""نظریة المشاعر الأخلاقیة"" و""التحقیق في طبیعة وأسباب ثروة الأمم"". هذا الأخیر یعتبر أول عمل یتناول الاقتصاد الحدیث. آدم سمیث یعتبر والد الاقتصاد الحدیث والرأسمالیة على نطاق واسع.","یلسوف اسكتلند رائد في اقتصاد سیاسي. حد شخصی رئیسی في تنویر الاسكتلندي. سمیث هو صاحب تب ""نظری مشاعر الأخلاقیة"" و""التحقیق في طبیع سباب ثرو أمم"". هذا أخیر یعتبر أول عمل یتناول اقتصاد حدیث. آدم سمیث یعتبر لد اقتصاد حدیث رأسمالی على طاق اسع.",https://upload.wikimedia.org/wikipedia/commons/1/17/Adam_Smith_WA-9.jpg
HSS1,Modern History,كارل ماكس,1818-1883,فیلسوف ألماني، قام بتألیف العدید من المؤلفات، إلا أن نظریته المتعلقة بالرأسمالیة وتعارضها مع مبدأ أجور العمال هو ما أكسبه شهرة عالمیة. یعتبر مؤسس الفلسفة الماركسیة، ویعتبر مع صدیقه فریدریك إنجلز المنظرین الرسمیین الأساسیین للفكر الشیوعي.,یلسوف ماني، قام تألیف عدید من مؤلفات، إلا أن نظری متعلق رأسمالی عارض مع مبدأ جور عمال هو ما كسب شهر عالمیة. یعتبر مؤسس فلسف الماركسیة، یعتبر مع صدیق ریدری إنجلز منظرین رسمیین أساسیین فكر شیوعي.,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/Karl_Marx_001.jpg/1200px-Karl_Marx_001.jpg
HSL1,Modern History,سلیمان القانوني,1459-1566,عاش بین عامي 1459 و 1566 أشهر سلاطین الدولة العثمانیة ازدادت مساحة الدولة العثمانیة في عهده بأكثر من الضعف، كما عرف بسنه للقوانین المنظمة لشؤون الدولة وظلت هذه القوانین تطبق إلى غایة القرن 19م و ذلك هو مصدر تلقیبه بالقانوني,عاش ین عام 1459 و 1566 شهر سلاطین دول عثمانی ازداد مساح دول عثمانی في عهد أكثر من ضعف، كما عرف سن قوانین منظم شؤو دول ظل هذه قوانین طبق إلى غای قرن 19م و ذلك هو مصدر تلقیب قانون,https://upload.wikimedia.org/wikipedia/commons/a/ac/Kanuni_Sultan_Suleiman_Han_-_%D8%A7%D9%84%D8%B3%D9%84%D8%B7%D8%A7%D9%86_%D8%A7%D9%84%D8%BA%D8%A7%D8%B2%D9%8A_%D8%B3%D9%84%D9%8A%D9%85%D8%A7%D9%86_%D8%A7%D9%84%D9%82%D8%A7%D9%86%D9%88%D9%86%D9%8A.jpg
HSL1,Modern History,فرانسوا الأول,1515-1547,ملك فرنسا من 1515 إلى 1547 عقد مع السلطان سلیمان القانوني معاهدتین الأولى سنة 1528 م حددت فیها الدولة العثمانیة الامتیازات للفرنسیین والثانیة كانت بعد نجاح تطبیق المعاهدة الأولى سنة 1535م وكانت أكثر شمولا من الأولى,مل رنس من 1515 إلى 1547 عقد مع سلط سلیم قانون معاهدتین أولى سن 1528 م حدد یه دول عثمانی امتیاز فرنسیین ثانی انت بعد جاح تطبیق معاهد أولى سن 1535م انت أكثر شمول من أولى,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Fran%C3%A7ois_Ier_duc_de_Lorraine.jpg/257px-Fran%C3%A7ois_Ier_duc_de_Lorraine.jpg
HSL1,Modern History,سلیم الأول,1470-1520,ابن بایزید الثاني بن محمد الفاتح ولد في 10 أكتوبر 1470 وتوفي في 22 سبتمبر 1520 أول من تلقب بالخلیفة وأمیر المؤمنین من العثمانیین بعد تنازل الخلیفة بركات في مكة عن الحكم، حكم سلیم الأول مدة 8 سنوات وفي عهده تم إلحاق مصر والشام بالدولة العثمانیة,بن ایزید ثان بن محمد فاتح لد في 10 كتوبر 1470 وف في 22 سبتمبر 1520 أول من لقب خلیف أمیر مؤمنین من العثمانیین بعد نازل خلیف رك في مك عن حكم، حكم سلیم أول مد 8 وات في عهد تم إلحاق مصر شام دول عثمانی,https://upload.wikimedia.org/wikipedia/commons/4/42/%D9%85%D9%8A%D9%84%D8%A7%D8%AF_%D8%A7%D9%84%D8%AF%D9%88%D9%84%D8%A9_%D8%A7%D9%84%D8%B9%D8%AB%D9%85%D8%A7%D9%86%D9%8A%D8%A9_%D9%88%D8%AA%D9%88%D8%B3%D8%B9%D9%87%D8%A7_%D8%AD%D8%AA%D9%89_%D9%86%D9%87%D8%A7%D9%8A%D8%A9_%D8%B9%D9%87%D8%AF_%D8%B3%D9%84%D9%8A%D9%85_%D8%A7%D9%84%D8%A3%D9%88%D9%84.jpg
HSL1,Medieval History,عثمان الأول أو عثمان بن أرطغل,1258-1326,مؤسس الدولة العثمانیة أول سلاطینها ولد سنة غزو المغول لبغداد وسقوطها,مؤسس دول عثمانی أول سلاطین لد سن غز مغول بغداد سقوط,https://upload.wikimedia.org/wikipedia/commons/c/c0/Sultan_Gazi_%CA%BBUthm%C4%81n_Han_I_-_%D8%A7%D9%84%D8%B3%D9%8F%D9%84%D8%B7%D8%A7%D9%86_%D8%A7%D9%84%D8%BA%D8%A7%D8%B2%D9%8A_%D8%B9%D9%8F%D8%AB%D9%85%D8%A7%D9%86_%D8%AE%D8%A7%D9%86_%D8%A7%D9%84%D8%A3%D9%88%D9%8E%D9%91%D9%84.png
HSL1,Medieval History,محمد الثاني أو محمد الفاتح,1432-1481,تولى الحكم سنة 1451 وعمره 20 سنة فاتح القسطنطینیة عاصمة البیزنطیین,ولى حكم سن 1451 عمر 20 سن تح القسطنطینیة عاصم البیزنطیین,https://live.staticflickr.com/7102/7289438572_061f45e031_z.jpg
HSL1,Modern History,محمد عبده,1849-1905,ناضل ضد الاستعمار الإنجلیزي بمصر، تلمیذ جمال الدین الأفغاني، كانت حركته إصلاحیة ثقافیة، مؤسس جمعیة إحیاء العلوم العربیة لنشر المخطوطات,ناضل ضد استعمار إنجلیز مصر، تلمیذ جمال دین أفغاني، انت حرك إصلاحی ثقافیة، مؤسس جمعی إحیاء علوم عربی شر مخطوط,https://upload.wikimedia.org/wikipedia/commons/f/fd/Mohammed_Abdu.jpg
HSL1,Modern History,جمال الدین الأفغاني,1839-1897,هو من أسرة أفغانیة نشأ بكابل تعلم اللغات العربیة والفارسیة كما درس العلوم الإسلامیة جند نفسه لإصلاح حیاة المسلمین من مؤلفاته العروة الوثقى وأم القرى لخص فیهما أفكاره الإصلاحیة,هو من سر غانی شأ كابل علم لغ عربی فارسی كما درس علوم إسلامی جند نفس إصلاح حیا مسلمین من مؤلف عرو وثقى أم قرى خص یهم كار إصلاحی,https://upload.wikimedia.org/wikipedia/commons/a/a8/Al_afghani.jpg
HSL1,Medieval History,قطز,1260,الملك المظفر سیف الدین قطز واسمه الحقیقي هو محمود بن ممدود بن خوارزم شاه ولقب بسیف الدین، السلطان المصري ذو الأصل المملوكي,ملك مظفر سیف دین قطز سم حقیق هو محمود بن ممدود بن خوارزم شا قب سیف دین، سلط مصر ذو أصل مملوك,https://upload.wikimedia.org/wikipedia/commons/e/e5/%D8%B5%D9%88%D8%B1%D8%A9_%D8%AA%D9%85%D8%AB%D8%A7%D9%84_%D8%B3%D9%8A%D9%81_%D8%A7%D9%84%D8%AF%D9%8A%D9%86_%D9%82%D8%B7%D8%B2_crop.jpg
HSL1,Medieval History,أیبك,1250-1257,الملك المعز عز الدین أیبك الجاشنكیر التركماني توفى بالقاهرة عام 1257 أول سلاطین الدولة المملوكیة نصب سلطانا على مصر في عام 1250 بعد أن تزوجته وتنازلت له عن العرش,ملك معز عز دین یب جاشنكیر تركمان وفى قاهر عام 1257 أول سلاطین دول مملوكی صب سلط على مصر في عام 1250 بعد أن تزوج تنازل له عن عرش,https://lookaside.instagram.com/seo/google_widget/crawler/?media_id=3386757310942808034
HSL1,Medieval History,بیبرس,1277,الملك الظاهر ركن الدین بیبرس العلائي البندقداري الصالحي النجمي لقب بـأبو الفتوح. سلطان مصر والشام ورابع سلاطین الدولة المملوكیة ومؤسسها الحقیقي، بدأ مملوكا یباع في أسواق بغداد والشام وانتهى به الأمر كأحد أعظم السلاطین في العصر الإسلامي الوسیط,ملك ظاهر رك دین یبرس علائ بندقدار صالح نجم قب ـأبو فتوح. سلط مصر شام رابع سلاطین دول مملوكی مؤسس حقیقي، دأ مملوك یباع في سواق غداد شام نتهى به أمر أحد عظم سلاطین في عصر إسلام وسیط,https://upload.wikimedia.org/wikipedia/commons/thumb/1/16/%D8%AA%D9%85%D8%AB%D8%A7%D9%84_%D9%84%D9%84%D8%B3%D9%84%D8%B7%D8%A7%D9%86_%D8%A7%D9%84%D8%B8%D8%A7%D9%87%D8%B1_%D8%A8%D9%8A%D8%A8%D8%B1%D8%B3_%28cropped%29.JPG/397px-%D8%AA%D9%85%D8%AB%D8%A7%D9%84_%D9%84%D9%84%D8%B3%D9%84%D8%B7%D8%A7%D9%86_%D8%A7%D9%84%D8%B8%D8%A7%D9%87%D8%B1_%D8%A8%D9%8A%D8%A8%D8%B1%D8%B3_%28cropped%29.JPG
HSL1,Medieval History,منسا موسى,1337,أعظم زعماء امبراطوریة مالي، ومن أشهر زعماء أفریقیا والإسلام في القرون الوسطى.كان عالما ورعا إلى جانب حنكته السیاسیة. في عهده ازدهرت جامعة سانكوري الإسلامیة كمركز للعلم في أفریقیا.وسع دولته لتضم مناجم الذهب في غینیا بالجنوب. في عهده صارت عاصمته تمبكتو محط القوافل التجاریة عبر الصحراء بالشمال. یشتهر برحلته الى الحج التي رویت حولها العدید من الأساطیر,عظم زعماء امبراطوریة مالي، من شهر زعماء ریقی إسلام في قر وسطى.ك عالم رع إلى جانب حنك سیاسیة. في عهد ازدهر جامع سانكور إسلامی مركز علم في أفریقیا.وسع دول ضم مناجم ذهب في غینی جنوب. في عهد صار عاصم تمبكت محط قوافل تجاری عبر صحراء شمال. یشتهر رحل لى حج التي رویت حول عدید من أساطیر,https://savannahafrican.com/wp-content/uploads/2024/03/%D9%85%D9%86%D8%B3%D8%A7-%D9%85%D9%88%D8%B3%D9%89-%D9%82%D8%B5%D8%A9-%D8%A7%D9%84%D9%85%D9%84%D9%83-%D8%A7%D9%84%D8%A3%D8%BA%D9%86%D9%89-%D9%81%D9%8A-%D8%AA%D8%A7%D8%B1%D9%8A%D8%AE-%D8%A7%D9%84%D8%A8%D8%B4%D8%B1%D9%8A%D8%A9.jpeg
HSL1,Modern History,محمد علي,1769-1849,مؤسس مصر الحدیثة وحاكمها ما بین 1805 إلى 1848 .كانت فترة بدایة حكمه فترة حرجة في تاریخ مصر خلال القرن التاسع عشر حیث نقلها من عصور التردي إلى أن أصبحت دولة قویة یعتد بها,مؤسس مصر حدیث حاكم ما ین 1805 إلى 1848 .كانت تر دای حكم تر حرج في تاریخ مصر خلال قرن تاسع عشر حیث قل من عصور ترد إلى أن صبح دول قوی یعتد بها,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/ModernEgypt%2C_Muhammad_Ali_by_Auguste_Couder%2C_BAP_17996.jpg/1200px-ModernEgypt%2C_Muhammad_Ali_by_Auguste_Couder%2C_BAP_17996.jpg
HSL1,Modern History,خیر الدین بربروس,1472-1546,كان قائد أساطیل عثمانیة ومجاهدا بحریا. اشترك مع أخیه في محاولات فتح بجایة، وفي الكثیر من غزواتهما المظفرة. فكان بذلك مع أخیه واضع أسس بناء الجزائر العثمانیة، صار خیر الدین سلطانا على الجزائر بعد استشهاد أخیه أروج وبعد قبول الدولة العثمانیة. أرسل السلطان سلیم فرمانا یعلن فیه قبوله لعرض أعیان الجزائر. وبعث إلى خیر الدین بفرمان تعیینه بایلربایا على الجزائر.,كان قائد ساطیل عثمانی مجاهد حریا. شتر مع خی في محاول تح جایة، في كثیر من غزو مظفرة. كان ذلك مع خی ضع سس ناء جزائر العثمانیة، صار خیر دین سلط على جزائر بعد استشهاد خی روج بعد قبول دول العثمانیة. رسل سلط سلیم رم یعلن یه قبول عرض عی جزائر. عث إلى خیر دین فرمان تعیین بایلربایا على جزائر.,https://live.staticflickr.com/8650/16541376146_2df860a223_z.jpg
HSL1,Modern History,عروج بربروسا,1470-1518,"لقب بـ""ذي اللحیة الحمراء"". علا ذكره في غرب البحر الأبیض المتوسط لما كان ینقذ الآلاف من الأندلسیین وینقلهم إلى شمال أفریقیا. استشهد عروج وعمره 55 عاما في معركة ضد الإسبان الذین كانوا یحاولون إعادة احتلال تلمسان.","قب ـ""ذ لحی حمراء"". عل ذكر في غرب بحر أبیض متوسط لما كان ینقذ آلاف من الأندلسیین ینقل إلى شمال ریقیا. ستشهد عروج عمر 55 عام في معرك ضد إسب ذین انوا یحاول إعاد حتلال تلمسان.",https://upload.wikimedia.org/wikipedia/commons/4/4e/Arudsch-barbarossa.jpg
HSL1,Modern History,جورج واشنطن,1732-1799,أول رئیس للولایات المتحدة، كان خصما للإنفصالیین وقاد الثورة التحریریة التي انتهت بإعلان استقلال الولایات المتحدة عن بریطانیا في 4 یولیو 1776. وقع مع والي الجزائر بكلر حسن معاهدة في أواخر القرن الثامن عشر.,أول رئیس ولای متحدة، كان خصم للإنفصالیین قاد ثور تحریری التي انته إعلان استقلال ولای متحد عن ریطانیا في 4 یولی 1776. قع مع لي جزائر كلر حس معاهد في اخر قرن ثامن عشر.,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/Gilbert_Stuart_Williamstown_Portrait_of_George_Washington.jpg/1200px-Gilbert_Stuart_Williamstown_Portrait_of_George_Washington.jpg
HSL1,Modern History,إكسماوث,1757-1833,قائد الحملة الإنجلیزیة على الجزائر سنة 1816 المعروفة باسمه حملة إكسماوث. ورغم فشل الحملة إلا أنها ألحقت خسائر كبیرة بالجزائر.,قائد حمل إنجلیزی على جزائر سن 1816 معروف اسم حمل إكسماوث. رغم شل حمل إلا أن حقت خسائر بیر جزائر.,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Edward_Pellew%2C_1st_Viscount_Exmouth_by_James_Northcote.jpg/261px-Edward_Pellew%2C_1st_Viscount_Exmouth_by_James_Northcote.jpg
HSL1,Medieval History,شارلكان أو كارلوس الخامس هابسبورغ,1500-1558,ملك إسبانیا وصاحب الحملة الشهیرة على الجزائر سنة 1541.,مل إسبانی صاحب حمل شهیر على جزائر سن 1541.,https://alwatan.ae/wp-content/uploads/2022/11/24-7-COPY-2.jpg
HSL1,Medieval History,یغمراسن بن زیان,1206-1235,مؤسس الدولة الزیانیة وعاصمتها تلمسان.,مؤسس دول زیانی عاصم تلمسان.,https://lookaside.fbsbx.com/lookaside/crawler/media/?media_id=922261979918711
HSL1,Modern History,سلیم الثالث,1789-1807,في عهده تم توقیع معاهدة تحریر وهران ومرساها الكبیر من الأسبان سنة 1791.,في عهد تم توقیع معاهد تحریر هر مرس كبیر من أسب سن 1791.,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cc/Selim3.jpg/220px-Selim3.jpg
HSL1,Modern History,شارل العاشر,1775-1846,ملك فرنسا بین 1824-1830. كان متسلطاً، أمر باحتلال الجزائر. أطاحت به ثورة 1830 فر إلى إنجلترا ومات في النمسا سنة 1836.,مل رنس ین 1824-1830. كان متسلطا، مر احتلال جزائر. طاح به ثور 1830 فر إلى إنجلتر ما في نمس سن 1836.,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/Charles_X_of_France_1.PNG/800px-Charles_X_of_France_1.PNG
